"h48.45vsD","h48.30vsD","h24.45vsD","h24.30vsD","h8.45vsD","h8.30vsD"
"C19orf47",0.449490786388484,0.449490786388484,0.449490786388484,0.449490786388484,0.449490786388484,0.449490786388484
"C19orf48P",0.524134129380669,0.524134129380669,0.524134129380669,0.524134129380669,0.524134129380669,0.524134129380669
"C19orf53",0.00235422253104912,0.00235422253104912,0.00235422253104912,0.00235422253104912,0.00235422253104912,0.00235422253104912
"C19orf67",NA,NA,NA,NA,NA,NA
"C19orf73",1,1,1,1,1,1
"C19orf81",NA,NA,NA,NA,NA,NA
"C19orf84",NA,NA,NA,NA,NA,NA
"C19orf85",NA,NA,NA,NA,NA,NA
"C1D",0.00774374563261126,0.00774374563261126,0.00774374563261126,0.00774374563261126,0.00774374563261126,0.00774374563261126
"C1GALT1",0.611729269671694,0.611729269671694,0.611729269671694,0.611729269671694,0.611729269671694,0.611729269671694
"C1GALT1C1",2.9418787634909e-14,2.9418787634909e-14,2.9418787634909e-14,2.9418787634909e-14,2.9418787634909e-14,2.9418787634909e-14
"C1GALT1C1L",0.958952976551756,0.958952976551756,0.958952976551756,0.958952976551756,0.958952976551756,0.958952976551756
"C1QBP",0.657048946992403,0.657048946992403,0.657048946992403,0.657048946992403,0.657048946992403,0.657048946992403
"C1QL1",0.185091508564163,0.185091508564163,0.185091508564163,0.185091508564163,0.185091508564163,0.185091508564163
"C1QL2",NA,NA,NA,NA,NA,NA
"C1QL3",0.395449052419558,0.395449052419558,0.395449052419558,0.395449052419558,0.395449052419558,0.395449052419558
"C1QL4",0.746394453097886,0.746394453097886,0.746394453097886,0.746394453097886,0.746394453097886,0.746394453097886
"C1QTNF1",0.201713361818185,0.201713361818185,0.201713361818185,0.201713361818185,0.201713361818185,0.201713361818185
"C1QTNF12",0.335956295738364,0.335956295738364,0.335956295738364,0.335956295738364,0.335956295738364,0.335956295738364
"C1QTNF2",0.418643042147326,0.418643042147326,0.418643042147326,0.418643042147326,0.418643042147326,0.418643042147326
"C1QTNF3",1,1,1,1,1,1
"C1QTNF3-AMACR",NA,NA,NA,NA,NA,NA
"C1QTNF4",NA,NA,NA,NA,NA,NA
"C1QTNF5",NA,NA,NA,NA,NA,NA
"C1QTNF6",0.512536673038098,0.512536673038098,0.512536673038098,0.512536673038098,0.512536673038098,0.512536673038098
"C1QTNF7",NA,NA,NA,NA,NA,NA
"C1QTNF7-AS1",NA,NA,NA,NA,NA,NA
"C1QTNF8",NA,NA,NA,NA,NA,NA
"C1QTNF9",NA,NA,NA,NA,NA,NA
"C1QTNF9B",NA,NA,NA,NA,NA,NA
"C1R",1,1,1,1,1,1
"C1RL",0.124895990813917,0.124895990813917,0.124895990813917,0.124895990813917,0.124895990813917,0.124895990813917
"C1RL-AS1",0.0209302867469563,0.0209302867469563,0.0209302867469563,0.0209302867469563,0.0209302867469563,0.0209302867469563
"C1S",0.0041800777401002,0.0041800777401002,0.0041800777401002,0.0041800777401002,0.0041800777401002,0.0041800777401002
"C1orf105",NA,NA,NA,NA,NA,NA
"C1orf115",1,1,1,1,1,1
"C1orf116",0.864980016820323,0.864980016820323,0.864980016820323,0.864980016820323,0.864980016820323,0.864980016820323
"C1orf122",0.777470032681876,0.777470032681876,0.777470032681876,0.777470032681876,0.777470032681876,0.777470032681876
"C1orf127",NA,NA,NA,NA,NA,NA
"C1orf131",0.253078007615666,0.253078007615666,0.253078007615666,0.253078007615666,0.253078007615666,0.253078007615666
"C1orf159",0.838640025019216,0.838640025019216,0.838640025019216,0.838640025019216,0.838640025019216,0.838640025019216
"C1orf162",NA,NA,NA,NA,NA,NA
"C1orf167",NA,NA,NA,NA,NA,NA
"C1orf174",1,1,1,1,1,1
"C1orf198",1,1,1,1,1,1
"C1orf202",NA,NA,NA,NA,NA,NA
"C1orf21",1,1,1,1,1,1
"C1orf21-DT",NA,NA,NA,NA,NA,NA
"C1orf210",0.480533404698084,0.480533404698084,0.480533404698084,0.480533404698084,0.480533404698084,0.480533404698084
"C1orf216",0.954030593116366,0.954030593116366,0.954030593116366,0.954030593116366,0.954030593116366,0.954030593116366
"C1orf220",0.280296805472894,0.280296805472894,0.280296805472894,0.280296805472894,0.280296805472894,0.280296805472894
"C1orf226",0.0935218368094128,0.0935218368094128,0.0935218368094128,0.0935218368094128,0.0935218368094128,0.0935218368094128
"C1orf232",NA,NA,NA,NA,NA,NA
"C1orf35",0.162522391869456,0.162522391869456,0.162522391869456,0.162522391869456,0.162522391869456,0.162522391869456
"C1orf43",7.8326356655337e-10,7.8326356655337e-10,7.8326356655337e-10,7.8326356655337e-10,7.8326356655337e-10,7.8326356655337e-10
"C1orf50",0.972162916964187,0.972162916964187,0.972162916964187,0.972162916964187,0.972162916964187,0.972162916964187
"C1orf52",1,1,1,1,1,1
"C1orf53",0.75981019430808,0.75981019430808,0.75981019430808,0.75981019430808,0.75981019430808,0.75981019430808
"C1orf54",0.112620430223814,0.112620430223814,0.112620430223814,0.112620430223814,0.112620430223814,0.112620430223814
"C1orf56",0.794997018212967,0.794997018212967,0.794997018212967,0.794997018212967,0.794997018212967,0.794997018212967
"C1orf74",0.447692398912161,0.447692398912161,0.447692398912161,0.447692398912161,0.447692398912161,0.447692398912161
"C1orf87",NA,NA,NA,NA,NA,NA
"C1orf94",NA,NA,NA,NA,NA,NA
"C2",1,1,1,1,1,1
"C2-AS1",NA,NA,NA,NA,NA,NA
"C20orf141",NA,NA,NA,NA,NA,NA
"C20orf144",0.886977901301327,0.886977901301327,0.886977901301327,0.886977901301327,0.886977901301327,0.886977901301327
"C20orf202",NA,NA,NA,NA,NA,NA
"C20orf204",0.202801297832096,0.202801297832096,0.202801297832096,0.202801297832096,0.202801297832096,0.202801297832096
"C20orf96",1,1,1,1,1,1
"C21orf140",NA,NA,NA,NA,NA,NA
"C21orf58",0.292851105120268,0.292851105120268,0.292851105120268,0.292851105120268,0.292851105120268,0.292851105120268
"C21orf62",NA,NA,NA,NA,NA,NA
"C21orf91",1,1,1,1,1,1
"C21orf91-OT1",NA,NA,NA,NA,NA,NA
"C22orf15",NA,NA,NA,NA,NA,NA
"C22orf23",0.721657469232533,0.721657469232533,0.721657469232533,0.721657469232533,0.721657469232533,0.721657469232533
"C22orf39",0.586076525963282,0.586076525963282,0.586076525963282,0.586076525963282,0.586076525963282,0.586076525963282
"C22orf42",NA,NA,NA,NA,NA,NA
"C22orf46P",0.637708550558422,0.637708550558422,0.637708550558422,0.637708550558422,0.637708550558422,0.637708550558422
"C2CD2",0.377100349177231,0.377100349177231,0.377100349177231,0.377100349177231,0.377100349177231,0.377100349177231
"C2CD2L",0.27396977342233,0.27396977342233,0.27396977342233,0.27396977342233,0.27396977342233,0.27396977342233
"C2CD3",0.00383869560194456,0.00383869560194456,0.00383869560194456,0.00383869560194456,0.00383869560194456,0.00383869560194456
"C2CD4A",NA,NA,NA,NA,NA,NA
"C2CD4B",NA,NA,NA,NA,NA,NA
"C2CD4C",0.613825963599821,0.613825963599821,0.613825963599821,0.613825963599821,0.613825963599821,0.613825963599821
"C2CD4D",1,1,1,1,1,1
"C2CD5",0.857036465127879,0.857036465127879,0.857036465127879,0.857036465127879,0.857036465127879,0.857036465127879
"C2CD6",0.498702688148705,0.498702688148705,0.498702688148705,0.498702688148705,0.498702688148705,0.498702688148705
"C2orf15",0.724182802007458,0.724182802007458,0.724182802007458,0.724182802007458,0.724182802007458,0.724182802007458
"C2orf27A",1,1,1,1,1,1
"C2orf42",1,1,1,1,1,1
"C2orf49",1,1,1,1,1,1
"C2orf50",1,1,1,1,1,1
"C2orf66",0.99359690893519,0.99359690893519,0.99359690893519,0.99359690893519,0.99359690893519,0.99359690893519
"C2orf68",0.987804589398127,0.987804589398127,0.987804589398127,0.987804589398127,0.987804589398127,0.987804589398127
"C2orf69",0.0654955424817633,0.0654955424817633,0.0654955424817633,0.0654955424817633,0.0654955424817633,0.0654955424817633
"C2orf72",1,1,1,1,1,1
"C2orf73",NA,NA,NA,NA,NA,NA
"C2orf74",0.252640977197179,0.252640977197179,0.252640977197179,0.252640977197179,0.252640977197179,0.252640977197179
"C2orf74-AS1",NA,NA,NA,NA,NA,NA
"C2orf74-DT",0.478461340337263,0.478461340337263,0.478461340337263,0.478461340337263,0.478461340337263,0.478461340337263
"C2orf76",0.0779351111634592,0.0779351111634592,0.0779351111634592,0.0779351111634592,0.0779351111634592,0.0779351111634592
"C2orf78",NA,NA,NA,NA,NA,NA
"C2orf80",NA,NA,NA,NA,NA,NA
"C2orf81",0.698871484146346,0.698871484146346,0.698871484146346,0.698871484146346,0.698871484146346,0.698871484146346
"C2orf83",NA,NA,NA,NA,NA,NA
"C2orf88",1,1,1,1,1,1
"C2orf92",1,1,1,1,1,1
"C3",1.18087232234843e-17,1.18087232234843e-17,1.18087232234843e-17,1.18087232234843e-17,1.18087232234843e-17,1.18087232234843e-17
"C3AR1",NA,NA,NA,NA,NA,NA
"C3orf18",0.833413188777415,0.833413188777415,0.833413188777415,0.833413188777415,0.833413188777415,0.833413188777415
"C3orf33",0.707910717717923,0.707910717717923,0.707910717717923,0.707910717717923,0.707910717717923,0.707910717717923
"C3orf36",NA,NA,NA,NA,NA,NA
"C3orf38",0.144285360745214,0.144285360745214,0.144285360745214,0.144285360745214,0.144285360745214,0.144285360745214
"C3orf49",NA,NA,NA,NA,NA,NA
"C3orf52",1,1,1,1,1,1
"C3orf62",0.00421375771511609,0.00421375771511609,0.00421375771511609,0.00421375771511609,0.00421375771511609,0.00421375771511609
"C3orf70",NA,NA,NA,NA,NA,NA
"C3orf80",0.0286678385054739,0.0286678385054739,0.0286678385054739,0.0286678385054739,0.0286678385054739,0.0286678385054739
"C3orf85",NA,NA,NA,NA,NA,NA
"C4A",0.91351411584307,0.91351411584307,0.91351411584307,0.91351411584307,0.91351411584307,0.91351411584307
"C4B",1,1,1,1,1,1
"C4BPA",NA,NA,NA,NA,NA,NA
"C4BPAP1",NA,NA,NA,NA,NA,NA
"C4BPB",NA,NA,NA,NA,NA,NA
"C4orf17",NA,NA,NA,NA,NA,NA
"C4orf19",0.304900119980028,0.304900119980028,0.304900119980028,0.304900119980028,0.304900119980028,0.304900119980028
"C4orf3",5.08358914084194e-09,5.08358914084194e-09,5.08358914084194e-09,5.08358914084194e-09,5.08358914084194e-09,5.08358914084194e-09
"C4orf33",1,1,1,1,1,1
"C4orf36",0.690829931189311,0.690829931189311,0.690829931189311,0.690829931189311,0.690829931189311,0.690829931189311
"C4orf46",0.145816861315421,0.145816861315421,0.145816861315421,0.145816861315421,0.145816861315421,0.145816861315421
"C4orf50",NA,NA,NA,NA,NA,NA
"C4orf51",NA,NA,NA,NA,NA,NA
"C4orf54",0.956870178912255,0.956870178912255,0.956870178912255,0.956870178912255,0.956870178912255,0.956870178912255
"C5",1,1,1,1,1,1
"C5AR1",0.000278060012795891,0.000278060012795891,0.000278060012795891,0.000278060012795891,0.000278060012795891,0.000278060012795891
"C5AR2",NA,NA,NA,NA,NA,NA
"C5orf15",0.00591652409500632,0.00591652409500632,0.00591652409500632,0.00591652409500632,0.00591652409500632,0.00591652409500632
"C5orf22",0.345079142412674,0.345079142412674,0.345079142412674,0.345079142412674,0.345079142412674,0.345079142412674
"C5orf24",0.983397255220252,0.983397255220252,0.983397255220252,0.983397255220252,0.983397255220252,0.983397255220252
"C5orf34",0.0503940668932084,0.0503940668932084,0.0503940668932084,0.0503940668932084,0.0503940668932084,0.0503940668932084
"C5orf46",NA,NA,NA,NA,NA,NA
"C5orf47",NA,NA,NA,NA,NA,NA
"C5orf58",0.797132800553513,0.797132800553513,0.797132800553513,0.797132800553513,0.797132800553513,0.797132800553513
"C5orf60",1,1,1,1,1,1
"C5orf63",0.785366845225302,0.785366845225302,0.785366845225302,0.785366845225302,0.785366845225302,0.785366845225302
"C5orf64",NA,NA,NA,NA,NA,NA
"C6",NA,NA,NA,NA,NA,NA
"C6orf118",NA,NA,NA,NA,NA,NA
"C6orf120",0.788993943075896,0.788993943075896,0.788993943075896,0.788993943075896,0.788993943075896,0.788993943075896
"C6orf132",0.818524378165947,0.818524378165947,0.818524378165947,0.818524378165947,0.818524378165947,0.818524378165947
"C6orf136",0.984281087171409,0.984281087171409,0.984281087171409,0.984281087171409,0.984281087171409,0.984281087171409
"C6orf141",1,1,1,1,1,1
"C6orf15",NA,NA,NA,NA,NA,NA
"C6orf163",0.885251738584137,0.885251738584137,0.885251738584137,0.885251738584137,0.885251738584137,0.885251738584137
"C6orf226",1,1,1,1,1,1
"C6orf47",0.380638951661802,0.380638951661802,0.380638951661802,0.380638951661802,0.380638951661802,0.380638951661802
"C6orf52",0.621164080389938,0.621164080389938,0.621164080389938,0.621164080389938,0.621164080389938,0.621164080389938
"C6orf58",NA,NA,NA,NA,NA,NA
"C6orf62",0.610049623572243,0.610049623572243,0.610049623572243,0.610049623572243,0.610049623572243,0.610049623572243
"C6orf89",0.00357236851162036,0.00357236851162036,0.00357236851162036,0.00357236851162036,0.00357236851162036,0.00357236851162036
"C7orf25",0.800430312736786,0.800430312736786,0.800430312736786,0.800430312736786,0.800430312736786,0.800430312736786
"C7orf50",1,1,1,1,1,1
"C7orf57",NA,NA,NA,NA,NA,NA
"C8B",NA,NA,NA,NA,NA,NA
"C8G",NA,NA,NA,NA,NA,NA
"C8orf33",0.14856718173678,0.14856718173678,0.14856718173678,0.14856718173678,0.14856718173678,0.14856718173678
"C8orf34",0.879760648443703,0.879760648443703,0.879760648443703,0.879760648443703,0.879760648443703,0.879760648443703
"C8orf34-AS1",0.772770512576009,0.772770512576009,0.772770512576009,0.772770512576009,0.772770512576009,0.772770512576009
"C8orf44",0.226174266514205,0.226174266514205,0.226174266514205,0.226174266514205,0.226174266514205,0.226174266514205
"C8orf44-SGK3",0.984877980495552,0.984877980495552,0.984877980495552,0.984877980495552,0.984877980495552,0.984877980495552
"C8orf48",0.458653977952901,0.458653977952901,0.458653977952901,0.458653977952901,0.458653977952901,0.458653977952901
"C8orf58",0.968851305635427,0.968851305635427,0.968851305635427,0.968851305635427,0.968851305635427,0.968851305635427
"C8orf76",1,1,1,1,1,1
"C8orf82",0.0664546814019598,0.0664546814019598,0.0664546814019598,0.0664546814019598,0.0664546814019598,0.0664546814019598
"C8orf88",1,1,1,1,1,1
"C9orf152",NA,NA,NA,NA,NA,NA
"C9orf153",NA,NA,NA,NA,NA,NA
"C9orf163",1,1,1,1,1,1
"C9orf40",0.923665535106881,0.923665535106881,0.923665535106881,0.923665535106881,0.923665535106881,0.923665535106881
"C9orf43",0.637397799070269,0.637397799070269,0.637397799070269,0.637397799070269,0.637397799070269,0.637397799070269
"C9orf50",NA,NA,NA,NA,NA,NA
"C9orf57",NA,NA,NA,NA,NA,NA
"C9orf72",1,1,1,1,1,1
"C9orf78",1,1,1,1,1,1
"C9orf85",0.772770512576009,0.772770512576009,0.772770512576009,0.772770512576009,0.772770512576009,0.772770512576009
"CA1",NA,NA,NA,NA,NA,NA
"CA11",0.921996921835288,0.921996921835288,0.921996921835288,0.921996921835288,0.921996921835288,0.921996921835288
"CA12",0.566233812633951,0.566233812633951,0.566233812633951,0.566233812633951,0.566233812633951,0.566233812633951
"CA13",0.687199059215608,0.687199059215608,0.687199059215608,0.687199059215608,0.687199059215608,0.687199059215608
"CA14",0.825936894180306,0.825936894180306,0.825936894180306,0.825936894180306,0.825936894180306,0.825936894180306
"CA15P1",NA,NA,NA,NA,NA,NA
"CA2",1.56825266583151e-13,1.56825266583151e-13,1.56825266583151e-13,1.56825266583151e-13,1.56825266583151e-13,1.56825266583151e-13
"CA3",0.101196581569939,0.101196581569939,0.101196581569939,0.101196581569939,0.101196581569939,0.101196581569939
"CA4",NA,NA,NA,NA,NA,NA
"CA5A",NA,NA,NA,NA,NA,NA
"CA5B",0.686728093285586,0.686728093285586,0.686728093285586,0.686728093285586,0.686728093285586,0.686728093285586
"CA5BP1",0.777470032681876,0.777470032681876,0.777470032681876,0.777470032681876,0.777470032681876,0.777470032681876
"CA6",NA,NA,NA,NA,NA,NA
"CA7",NA,NA,NA,NA,NA,NA
"CA8",1,1,1,1,1,1
"CA9",NA,NA,NA,NA,NA,NA
"CAAP1",0.000159354637784739,0.000159354637784739,0.000159354637784739,0.000159354637784739,0.000159354637784739,0.000159354637784739
"CAB39",0.720551514755868,0.720551514755868,0.720551514755868,0.720551514755868,0.720551514755868,0.720551514755868
"CAB39L",0.0369221345932839,0.0369221345932839,0.0369221345932839,0.0369221345932839,0.0369221345932839,0.0369221345932839
"CAB39P1",NA,NA,NA,NA,NA,NA
"CABCOCO1",NA,NA,NA,NA,NA,NA
"CABIN1",0.0904515410652811,0.0904515410652811,0.0904515410652811,0.0904515410652811,0.0904515410652811,0.0904515410652811
"CABLES1",0.439452435316433,0.439452435316433,0.439452435316433,0.439452435316433,0.439452435316433,0.439452435316433
"CABLES2",0.00806785454038552,0.00806785454038552,0.00806785454038552,0.00806785454038552,0.00806785454038552,0.00806785454038552
"CABP1",NA,NA,NA,NA,NA,NA
"CABP4",NA,NA,NA,NA,NA,NA
"CABP7",0.809329072419076,0.809329072419076,0.809329072419076,0.809329072419076,0.809329072419076,0.809329072419076
"CABYR",0.00133647606776656,0.00133647606776656,0.00133647606776656,0.00133647606776656,0.00133647606776656,0.00133647606776656
"CACFD1",0.824605938410531,0.824605938410531,0.824605938410531,0.824605938410531,0.824605938410531,0.824605938410531
"CACHD1",0.903291656610254,0.903291656610254,0.903291656610254,0.903291656610254,0.903291656610254,0.903291656610254
"CACNA1A",NA,NA,NA,NA,NA,NA
"CACNA1B",NA,NA,NA,NA,NA,NA
"CACNA1C",NA,NA,NA,NA,NA,NA
"CACNA1C-AS1",NA,NA,NA,NA,NA,NA
"CACNA1C-AS2",NA,NA,NA,NA,NA,NA
"CACNA1D",0.458489984392718,0.458489984392718,0.458489984392718,0.458489984392718,0.458489984392718,0.458489984392718
"CACNA1E",NA,NA,NA,NA,NA,NA
"CACNA1F",NA,NA,NA,NA,NA,NA
"CACNA1G",1,1,1,1,1,1
"CACNA1G-AS1",NA,NA,NA,NA,NA,NA
"CACNA1H",0.646685028708943,0.646685028708943,0.646685028708943,0.646685028708943,0.646685028708943,0.646685028708943
"CACNA1I",0.987509915993959,0.987509915993959,0.987509915993959,0.987509915993959,0.987509915993959,0.987509915993959
"CACNA1S",NA,NA,NA,NA,NA,NA
"CACNA2D1",1,1,1,1,1,1
"CACNA2D2",0.899443537341569,0.899443537341569,0.899443537341569,0.899443537341569,0.899443537341569,0.899443537341569
"CACNA2D3",0.909828235073683,0.909828235073683,0.909828235073683,0.909828235073683,0.909828235073683,0.909828235073683
"CACNA2D3-AS1",NA,NA,NA,NA,NA,NA
"CACNA2D4",0.631702693025386,0.631702693025386,0.631702693025386,0.631702693025386,0.631702693025386,0.631702693025386
"CACNB1",0.0338258941875867,0.0338258941875867,0.0338258941875867,0.0338258941875867,0.0338258941875867,0.0338258941875867
"CACNB2",1,1,1,1,1,1
"CACNB3",0.0806212020489105,0.0806212020489105,0.0806212020489105,0.0806212020489105,0.0806212020489105,0.0806212020489105
"CACNB4",1,1,1,1,1,1
"CACNG1",NA,NA,NA,NA,NA,NA
"CACNG2",NA,NA,NA,NA,NA,NA
"CACNG3",NA,NA,NA,NA,NA,NA
"CACNG4",7.55411440936042e-13,7.55411440936042e-13,7.55411440936042e-13,7.55411440936042e-13,7.55411440936042e-13,7.55411440936042e-13
"CACNG5",NA,NA,NA,NA,NA,NA
"CACNG6",0.578758846929901,0.578758846929901,0.578758846929901,0.578758846929901,0.578758846929901,0.578758846929901
"CACNG7",0.978300014701218,0.978300014701218,0.978300014701218,0.978300014701218,0.978300014701218,0.978300014701218
"CACNG8",0.0420926738593322,0.0420926738593322,0.0420926738593322,0.0420926738593322,0.0420926738593322,0.0420926738593322
"CACTIN",0.72954281974094,0.72954281974094,0.72954281974094,0.72954281974094,0.72954281974094,0.72954281974094
"CACTIN-AS1",0.997226157910562,0.997226157910562,0.997226157910562,0.997226157910562,0.997226157910562,0.997226157910562
"CACUL1",1,1,1,1,1,1
"CACYBP",1.7359803796198e-13,1.7359803796198e-13,1.7359803796198e-13,1.7359803796198e-13,1.7359803796198e-13,1.7359803796198e-13
"CAD",0.392988803477887,0.392988803477887,0.392988803477887,0.392988803477887,0.392988803477887,0.392988803477887
"CADM1",0.854542434993538,0.854542434993538,0.854542434993538,0.854542434993538,0.854542434993538,0.854542434993538
"CADM1-AS1",NA,NA,NA,NA,NA,NA
"CADM2",1,1,1,1,1,1
"CADM3",NA,NA,NA,NA,NA,NA
"CADM4",0.943375047084849,0.943375047084849,0.943375047084849,0.943375047084849,0.943375047084849,0.943375047084849
"CADPS",0.83892723354896,0.83892723354896,0.83892723354896,0.83892723354896,0.83892723354896,0.83892723354896
"CADPS2",1,1,1,1,1,1
"CAGE1",NA,NA,NA,NA,NA,NA
"CAHM",1,1,1,1,1,1
"CALB1",0.671039640815107,0.671039640815107,0.671039640815107,0.671039640815107,0.671039640815107,0.671039640815107
"CALB2",NA,NA,NA,NA,NA,NA
"CALCA",0.510577255346825,0.510577255346825,0.510577255346825,0.510577255346825,0.510577255346825,0.510577255346825
"CALCB",1.92603000739819e-42,1.92603000739819e-42,1.92603000739819e-42,1.92603000739819e-42,1.92603000739819e-42,1.92603000739819e-42
"CALCOCO1",0.704403507165723,0.704403507165723,0.704403507165723,0.704403507165723,0.704403507165723,0.704403507165723
"CALCOCO2",0.00775523126224753,0.00775523126224753,0.00775523126224753,0.00775523126224753,0.00775523126224753,0.00775523126224753
"CALCR",NA,NA,NA,NA,NA,NA
"CALCRL",0.526941255798057,0.526941255798057,0.526941255798057,0.526941255798057,0.526941255798057,0.526941255798057
"CALD1",0.964462138613121,0.964462138613121,0.964462138613121,0.964462138613121,0.964462138613121,0.964462138613121
"CALHM1",NA,NA,NA,NA,NA,NA
"CALHM2",0.760197837385238,0.760197837385238,0.760197837385238,0.760197837385238,0.760197837385238,0.760197837385238
"CALHM3",0.979407846065783,0.979407846065783,0.979407846065783,0.979407846065783,0.979407846065783,0.979407846065783
"CALHM4",NA,NA,NA,NA,NA,NA
"CALHM5",NA,NA,NA,NA,NA,NA
"CALHM6",0.785307750845161,0.785307750845161,0.785307750845161,0.785307750845161,0.785307750845161,0.785307750845161
"CALM1",1.53444582473317e-24,1.53444582473317e-24,1.53444582473317e-24,1.53444582473317e-24,1.53444582473317e-24,1.53444582473317e-24
"CALM2",2.28275864690714e-07,2.28275864690714e-07,2.28275864690714e-07,2.28275864690714e-07,2.28275864690714e-07,2.28275864690714e-07
"CALM3",3.76209338768365e-07,3.76209338768365e-07,3.76209338768365e-07,3.76209338768365e-07,3.76209338768365e-07,3.76209338768365e-07
"CALML3",NA,NA,NA,NA,NA,NA
"CALML4",0.352978522623463,0.352978522623463,0.352978522623463,0.352978522623463,0.352978522623463,0.352978522623463
"CALML5",NA,NA,NA,NA,NA,NA
"CALML6",NA,NA,NA,NA,NA,NA
"CALN1",NA,NA,NA,NA,NA,NA
"CALR",3.7759484579404e-07,3.7759484579404e-07,3.7759484579404e-07,3.7759484579404e-07,3.7759484579404e-07,3.7759484579404e-07
"CALR3",NA,NA,NA,NA,NA,NA
"CALU",0.523749708759009,0.523749708759009,0.523749708759009,0.523749708759009,0.523749708759009,0.523749708759009
"CALY",0.96472170981929,0.96472170981929,0.96472170981929,0.96472170981929,0.96472170981929,0.96472170981929
"CAMK1",0.0542200571154863,0.0542200571154863,0.0542200571154863,0.0542200571154863,0.0542200571154863,0.0542200571154863
"CAMK1D",1,1,1,1,1,1
"CAMK1G",NA,NA,NA,NA,NA,NA
"CAMK2A",NA,NA,NA,NA,NA,NA
"CAMK2B",0.892604622839707,0.892604622839707,0.892604622839707,0.892604622839707,0.892604622839707,0.892604622839707
"CAMK2D",0.000562393005435483,0.000562393005435483,0.000562393005435483,0.000562393005435483,0.000562393005435483,0.000562393005435483
"CAMK2G",0.0183121709977552,0.0183121709977552,0.0183121709977552,0.0183121709977552,0.0183121709977552,0.0183121709977552
"CAMK2N1",1,1,1,1,1,1
"CAMK2N2",0.84314070166503,0.84314070166503,0.84314070166503,0.84314070166503,0.84314070166503,0.84314070166503
"CAMK4",0.297887643937896,0.297887643937896,0.297887643937896,0.297887643937896,0.297887643937896,0.297887643937896
"CAMKK1",0.93771507291077,0.93771507291077,0.93771507291077,0.93771507291077,0.93771507291077,0.93771507291077
"CAMKK2",0.0809529036467743,0.0809529036467743,0.0809529036467743,0.0809529036467743,0.0809529036467743,0.0809529036467743
"CAMKMT",1,1,1,1,1,1
"CAMKV",1,1,1,1,1,1
"CAMLG",1,1,1,1,1,1
"CAMP",NA,NA,NA,NA,NA,NA
"CAMSAP1",0.000949373928141894,0.000949373928141894,0.000949373928141894,0.000949373928141894,0.000949373928141894,0.000949373928141894
"CAMSAP2",0.170640639143606,0.170640639143606,0.170640639143606,0.170640639143606,0.170640639143606,0.170640639143606
"CAMSAP3",1,1,1,1,1,1
"CAMTA1",0.665314194303253,0.665314194303253,0.665314194303253,0.665314194303253,0.665314194303253,0.665314194303253
"CAMTA2",0.00406529686102378,0.00406529686102378,0.00406529686102378,0.00406529686102378,0.00406529686102378,0.00406529686102378
"CAND1",5.00861381803783e-31,5.00861381803783e-31,5.00861381803783e-31,5.00861381803783e-31,5.00861381803783e-31,5.00861381803783e-31
"CAND2",0.163796245591223,0.163796245591223,0.163796245591223,0.163796245591223,0.163796245591223,0.163796245591223
"CANT1",0.540678372074014,0.540678372074014,0.540678372074014,0.540678372074014,0.540678372074014,0.540678372074014
"CANX",0.188619620989448,0.188619620989448,0.188619620989448,0.188619620989448,0.188619620989448,0.188619620989448
"CAP1",2.8281515741803e-05,2.8281515741803e-05,2.8281515741803e-05,2.8281515741803e-05,2.8281515741803e-05,2.8281515741803e-05
"CAP1P1",NA,NA,NA,NA,NA,NA
"CAP1P2",NA,NA,NA,NA,NA,NA
"CAP2",3.78081160178684e-05,3.78081160178684e-05,3.78081160178684e-05,3.78081160178684e-05,3.78081160178684e-05,3.78081160178684e-05
"CAP2P1",NA,NA,NA,NA,NA,NA
"CAPG",0.940155212260256,0.940155212260256,0.940155212260256,0.940155212260256,0.940155212260256,0.940155212260256
"CAPN1",0.00165550924012555,0.00165550924012555,0.00165550924012555,0.00165550924012555,0.00165550924012555,0.00165550924012555
"CAPN1-AS1",1,1,1,1,1,1
"CAPN10",0.811205248612725,0.811205248612725,0.811205248612725,0.811205248612725,0.811205248612725,0.811205248612725
"CAPN10-DT",0.69043836162621,0.69043836162621,0.69043836162621,0.69043836162621,0.69043836162621,0.69043836162621
"CAPN12",0.168713121893719,0.168713121893719,0.168713121893719,0.168713121893719,0.168713121893719,0.168713121893719
"CAPN13",0.958952976551756,0.958952976551756,0.958952976551756,0.958952976551756,0.958952976551756,0.958952976551756
"CAPN14",0.990002039459441,0.990002039459441,0.990002039459441,0.990002039459441,0.990002039459441,0.990002039459441
"CAPN15",0.497660988504866,0.497660988504866,0.497660988504866,0.497660988504866,0.497660988504866,0.497660988504866
"CAPN2",1,1,1,1,1,1
"CAPN3",0.811056185834106,0.811056185834106,0.811056185834106,0.811056185834106,0.811056185834106,0.811056185834106
"CAPN5",1,1,1,1,1,1
"CAPN6",1,1,1,1,1,1
"CAPN7",0.767880475424334,0.767880475424334,0.767880475424334,0.767880475424334,0.767880475424334,0.767880475424334
"CAPN8",0.840875944290846,0.840875944290846,0.840875944290846,0.840875944290846,0.840875944290846,0.840875944290846
"CAPN9",0.00667821703669124,0.00667821703669124,0.00667821703669124,0.00667821703669124,0.00667821703669124,0.00667821703669124
"CAPNS1",0.990479682854519,0.990479682854519,0.990479682854519,0.990479682854519,0.990479682854519,0.990479682854519
"CAPNS1P1",NA,NA,NA,NA,NA,NA
